State,Date,Total cases
Mizoram,1009,238964
Himachal Pradesh,1009,312704
Uttarakhand,1009,449444
Karnataka,1009,4072826
Chhattisgarh,1009,1177776
Assam,1009,746100
Nagaland,1009,35986
Telangana,1009,841486
Manipur,1009,139924
Haryana,1009,1056671
Odisha,1009,1336626
Uttar Pradesh,1009,2128163
Tamil Nadu,1009,3594642
Punjab,1009,784352
NCT of Delhi,1009,2007368
Meghalaya,1009,96787
Maharashtra,1009,8137103
Jharkhand,1009,442574
Sikkim,1009,44322
Dadra and Nagar Haveli,1009,11591
Daman and Diu,1009,11591
Andaman and Nicobar,1009,10747
Lakshadweep,1009,11415
Chandigarh,1009,99360
Rajasthan,1010,1315572
Bihar,1010,851412
Dadra and Nagar Haveli,1010,11591
Madhya Pradesh,1010,1054938
Odisha,1010,1336626
Arunachal Pradesh,1010,66891
Haryana,1010,1056672
Chandigarh,1010,99360
Uttar Pradesh,1010,2128164
Gujarat,1010,1277648
Nagaland,1010,35986
Himachal Pradesh,1010,312704
Daman and Diu,1010,11591
Goa,1010,259119
Assam,1010,746100
Chhattisgarh,1010,1177777
Karnataka,1010,4072861
Tripura,1010,108034
Uttarakhand,1010,449444
Telangana,1010,841492
Sikkim,1010,44322
Andaman and Nicobar,1010,10747
Punjab,1010,784354
Lakshadweep,1010,11415
Kerala,1010,6829632
Maharashtra,1010,8137120
Jharkhand,1010,442574
Andhra Pradesh,1010,2339083
Puducherry,1010,175689
Tamil Nadu,1010,3594647
NCT of Delhi,1010,2007371
West Bengal,1010,2118746
Meghalaya,1010,96787
Mizoram,1010,238964
Manipur,1010,139924
Jammu and Kashmir,1010,479454
Jammu and Kashmir,1011,479457
Dadra and Nagar Haveli,1011,11591
Uttar Pradesh,1011,2128165
Punjab,1011,784355
Madhya Pradesh,1011,1054938
Daman and Diu,1011,11591
Goa,1011,259119
Andhra Pradesh,1011,2339083
Odisha,1011,1336626
Uttarakhand,1011,449444
Jharkhand,1011,442574
Chandigarh,1011,99360
NCT of Delhi,1011,2007374
Telangana,1011,841494
Tripura,1011,108034
West Bengal,1011,2118747
Manipur,1011,139924
Rajasthan,1011,1315578
Sikkim,1011,44322
Meghalaya,1011,96787
Tamil Nadu,1011,3594651
Andaman and Nicobar,1011,10747
Gujarat,1011,1277649
Maharashtra,1011,8137129
Arunachal Pradesh,1011,66891
Kerala,1011,6829660
Haryana,1011,1056674
Bihar,1011,851413
Puducherry,1011,175697
Lakshadweep,1011,11415
Karnataka,1011,4072871
Mizoram,1011,238964
Himachal Pradesh,1011,312704
Assam,1011,746100
Nagaland,1011,35986
Chhattisgarh,1011,1177777
Chandigarh,1012,99360
NCT of Delhi,1012,2007374
Uttarakhand,1012,449445
West Bengal,1012,2118748
Rajasthan,1012,1315579
Jharkhand,1012,442574
Andhra Pradesh,1012,2339084
Puducherry,1012,175697
Mizoram,1012,238964
Kerala,1012,6829688
Lakshadweep,1012,11415
Meghalaya,1012,96787
Uttar Pradesh,1012,2128165
Dadra and Nagar Haveli,1012,11591
Bihar,1012,851414
Maharashtra,1012,8137133
Himachal Pradesh,1012,312704
Sikkim,1012,44322
Chhattisgarh,1012,1177777
Assam,1012,746100
Haryana,1012,1056676
Punjab,1012,784358
Madhya Pradesh,1012,1054938
Arunachal Pradesh,1012,66891
Manipur,1012,139924
Tripura,1012,108034
Telangana,1012,841499
Odisha,1012,1336629
Andaman and Nicobar,1012,10747
Goa,1012,259120
Karnataka,1012,4072881
Gujarat,1012,1277649
Daman and Diu,1012,11591
Tamil Nadu,1012,3594655
Jammu and Kashmir,1012,479457
Nagaland,1012,35986
Karnataka,1013,4072907
Mizoram,1013,238964
Chandigarh,1013,99360
Uttar Pradesh,1013,2128167
Tamil Nadu,1013,3594659
Haryana,1013,1056677
Telangana,1013,841505
Chhattisgarh,1013,1177777
Lakshadweep,1013,11415
Odisha,1013,1336637
Jharkhand,1013,442574
Assam,1013,746100
Maharashtra,1013,8137144
Punjab,1013,784362
NCT of Delhi,1013,2007377
Nagaland,1013,35986
Meghalaya,1013,96787
Himachal Pradesh,1013,312704
Andhra Pradesh,1013,2339084
Tripura,1013,108034
Madhya Pradesh,1013,1054938
Kerala,1013,6829714
Jammu and Kashmir,1013,479457
West Bengal,1013,2118753
Bihar,1013,851414
Arunachal Pradesh,1013,66891
Puducherry,1013,175703
Dadra and Nagar Haveli,1013,11591
Andaman and Nicobar,1013,10747
Gujarat,1013,1277651
Goa,1013,259121
Manipur,1013,139924
Uttarakhand,1013,449445
Daman and Diu,1013,11591
Sikkim,1013,44322
Rajasthan,1013,1315585
Assam,1014,746100
Haryana,1014,1056679
Odisha,1014,1336642
Gujarat,1014,1277654
Maharashtra,1014,8137158
Jammu and Kashmir,1014,479457
Madhya Pradesh,1014,1054938
Arunachal Pradesh,1014,66891
Telangana,1014,841507
Daman and Diu,1014,11591
Nagaland,1014,35986
Sikkim,1014,44322
Karnataka,1014,4072942
Goa,1014,259122
Chhattisgarh,1014,1177777
Uttar Pradesh,1014,2128170
Andaman and Nicobar,1014,10749
Meghalaya,1014,96787
Lakshadweep,1014,11415
Kerala,1014,6829753
Tamil Nadu,1014,3594663
Mizoram,1014,238964
Jharkhand,1014,442574
Chandigarh,1014,99360
Puducherry,1014,175709
Andhra Pradesh,1014,2339084
Punjab,1014,784365
NCT of Delhi,1014,2007381
Manipur,1014,139924
Himachal Pradesh,1014,312704
West Bengal,1014,2118756
Dadra and Nagar Haveli,1014,11591
Tripura,1014,108034
Uttarakhand,1014,449445
Rajasthan,1014,1315586
Bihar,1014,851415
Sikkim,1015,44322
Manipur,1015,139924
Mizoram,1015,238964
Kerala,1015,6829778
Madhya Pradesh,1015,1054938
Chhattisgarh,1015,1177778
Jharkhand,1015,442574
Punjab,1015,784368
Gujarat,1015,1277656
Haryana,1015,1056680
Maharashtra,1015,8137172
West Bengal,1015,2118757
Rajasthan,1015,1315586
Daman and Diu,1015,11591
Uttarakhand,1015,449445
Tripura,1015,108034
Tamil Nadu,1015,3594668
Puducherry,1015,175712
Chandigarh,1015,99360
Jammu and Kashmir,1015,479458
Odisha,1015,1336645
Bihar,1015,851415
Meghalaya,1015,96787
Telangana,1015,841511
Andaman and Nicobar,1015,10751
NCT of Delhi,1015,2007390
Assam,1015,746100
Lakshadweep,1015,11415
Karnataka,1015,4072965
Nagaland,1015,35986
Himachal Pradesh,1015,312704
Dadra and Nagar Haveli,1015,11591
Arunachal Pradesh,1015,66891
Goa,1015,259122
Andhra Pradesh,1015,2339084
Uttar Pradesh,1015,2128172
Tripura,1016,108034
Daman and Diu,1016,11591
Andaman and Nicobar,1016,10751
Odisha,1016,1336650
Lakshadweep,1016,11415
Chandigarh,1016,99361
Mizoram,1016,238964
Uttarakhand,1016,449445
West Bengal,1016,2118761
Meghalaya,1016,96787
Karnataka,1016,4073005
Nagaland,1016,35986
Maharashtra,1016,8137181
Haryana,1016,1056681
Chhattisgarh,1016,1177778
Puducherry,1016,175728
Himachal Pradesh,1016,312706
Jharkhand,1016,442574
Goa,1016,259122
Arunachal Pradesh,1016,66891
Dadra and Nagar Haveli,1016,11591
Gujarat,1016,1277657
Sikkim,1016,44322
Rajasthan,1016,1315586
NCT of Delhi,1016,2007394
Jammu and Kashmir,1016,479459
Punjab,1016,784370
Tamil Nadu,1016,3594671
Assam,1016,746100
Andhra Pradesh,1016,2339084
Kerala,1016,6829810
Manipur,1016,139924
Madhya Pradesh,1016,1054938
Uttar Pradesh,1016,2128172
Bihar,1016,851415
Telangana,1016,841518
Kerala,1017,6829853
Arunachal Pradesh,1017,66891
Haryana,1017,1056682
Maharashtra,1017,8137199
Goa,1017,259122
Sikkim,1017,44322
Himachal Pradesh,1017,312708
Lakshadweep,1017,11415
Jammu and Kashmir,1017,479461
Tamil Nadu,1017,3594675
Bihar,1017,851416
Gujarat,1017,1277657
West Bengal,1017,2118770
Karnataka,1017,4073021
Meghalaya,1017,96787
Odisha,1017,1336652
Tripura,1017,108034
Dadra and Nagar Haveli,1017,11591
Rajasthan,1017,1315586
NCT of Delhi,1017,2007401
Punjab,1017,784371
Assam,1017,746100
Manipur,1017,139924
Uttar Pradesh,1017,2128173
Telangana,1017,841523
Andhra Pradesh,1017,2339084
Jharkhand,1017,442574
Daman and Diu,1017,11591
Andaman and Nicobar,1017,10751
Madhya Pradesh,1017,1054938
Puducherry,1017,175729
Chhattisgarh,1017,1177778
Mizoram,1017,238964
Uttarakhand,1017,449445
Chandigarh,1017,99361
Nagaland,1017,35986
Meghalaya,1018,96787
Tripura,1018,108034
Gujarat,1018,1277659
Chhattisgarh,1018,1177778
Dadra and Nagar Haveli,1018,11591
Rajasthan,1018,1315587
Tamil Nadu,1018,3594681
Haryana,1018,1056683
Maharashtra,1018,8137211
Nagaland,1018,35986
Arunachal Pradesh,1018,66891
Bihar,1018,851416
Assam,1018,746100
Karnataka,1018,4073036
Uttar Pradesh,1018,2128175
Himachal Pradesh,1018,312708
Mizoram,1018,238964
Telangana,1018,841526
Madhya Pradesh,1018,1054939
Daman and Diu,1018,11591
Puducherry,1018,175732
Andaman and Nicobar,1018,10751
Manipur,1018,139924
Kerala,1018,6829890
Lakshadweep,1018,11415
Jharkhand,1018,442574
Uttarakhand,1018,449445
Odisha,1018,1336652
Jammu and Kashmir,1018,479461
West Bengal,1018,2118774
Goa,1018,259122
Andhra Pradesh,1018,2339084
Chandigarh,1018,99361
Sikkim,1018,44322
Punjab,1018,784371
NCT of Delhi,1018,2007404
Uttarakhand,1019,449456
Bihar,1019,851417
Mizoram,1019,238964
Andaman and Nicobar,1019,10751
Madhya Pradesh,1019,1054939
Puducherry,1019,175733
Kerala,1019,6829924
Chandigarh,1019,99361
Himachal Pradesh,1019,312708
NCT of Delhi,1019,2007404
Nagaland,1019,35986
Chhattisgarh,1019,1177778
West Bengal,1019,2118774
Lakshadweep,1019,11415
Meghalaya,1019,96787
Andhra Pradesh,1019,2339084
Haryana,1019,1056684
Jammu and Kashmir,1019,479461
Karnataka,1019,4073057
Goa,1019,259122
Maharashtra,1019,8137212
Dadra and Nagar Haveli,1019,11591
Tamil Nadu,1019,3594685
Telangana,1019,841530
Arunachal Pradesh,1019,66891
Odisha,1019,1336661
Tripura,1019,108034
Daman and Diu,1019,11591
Jharkhand,1019,442574
Uttar Pradesh,1019,2128175
Sikkim,1019,44322
Punjab,1019,784371
Gujarat,1019,1277660
Manipur,1019,139924
Assam,1019,746100
Rajasthan,1019,1315588
Andhra Pradesh,1020,2339084
Telangana,1020,841532
Meghalaya,1020,96787
Dadra and Nagar Haveli,1020,11591
Tripura,1020,108034
Odisha,1020,1336663
Haryana,1020,1056685
Rajasthan,1020,1315588
Andaman and Nicobar,1020,10751
Manipur,1020,139924
Nagaland,1020,35986
Daman and Diu,1020,11591
Karnataka,1020,4073077
Punjab,1020,784371
Mizoram,1020,238964
Assam,1020,746100
Puducherry,1020,175738
Uttarakhand,1020,449463
Uttar Pradesh,1020,2128177
Chandigarh,1020,99361
Jharkhand,1020,442574
NCT of Delhi,1020,2007408
Maharashtra,1020,8137226
Chhattisgarh,1020,1177779
Madhya Pradesh,1020,1054939
Arunachal Pradesh,1020,66891
Himachal Pradesh,1020,312709
West Bengal,1020,2118777
Gujarat,1020,1277660
Lakshadweep,1020,11415
Goa,1020,259124
Jammu and Kashmir,1020,479462
Bihar,1020,851418
Kerala,1020,6829946
Sikkim,1020,44322
Tamil Nadu,1020,3594691
Mizoram,1021,238964
Goa,1021,259126
Puducherry,1021,175740
Arunachal Pradesh,1021,66891
Uttarakhand,1021,449465
Chandigarh,1021,99361
Bihar,1021,851418
Meghalaya,1021,96787
NCT of Delhi,1021,2007413
Karnataka,1021,4073102
Jammu and Kashmir,1021,479462
Telangana,1021,841534
Maharashtra,1021,8137241
Jharkhand,1021,442574
Himachal Pradesh,1021,312709
Assam,1021,746100
Gujarat,1021,1277660
Punjab,1021,784374
Manipur,1021,139924
Daman and Diu,1021,11591
Andaman and Nicobar,1021,10751
Rajasthan,1021,1315588
Dadra and Nagar Haveli,1021,11591
Sikkim,1021,44322
Odisha,1021,1336667
Tripura,1021,108034
Kerala,1021,6829974
Tamil Nadu,1021,3594699
Uttar Pradesh,1021,2128182
Madhya Pradesh,1021,1054939
Lakshadweep,1021,11415
Nagaland,1021,35987
West Bengal,1021,2118779
Chhattisgarh,1021,1177782
Andhra Pradesh,1021,2339084
Haryana,1021,1056687
Uttar Pradesh,1022,2128183
Manipur,1022,139924
NCT of Delhi,1022,2007416
Nagaland,1022,35987
Bihar,1022,851418
Lakshadweep,1022,11415
Madhya Pradesh,1022,1054939
Meghalaya,1022,96787
Daman and Diu,1022,11591
Punjab,1022,784378
Arunachal Pradesh,1022,66891
Telangana,1022,841536
Assam,1022,746100
Chhattisgarh,1022,1177782
West Bengal,1022,2118782
Jharkhand,1022,442574
Tamil Nadu,1022,3594708
Gujarat,1022,1277660
Andaman and Nicobar,1022,10751
Chandigarh,1022,99361
Uttarakhand,1022,449466
Karnataka,1022,4073123
Maharashtra,1022,8137253
Kerala,1022,6830015
Himachal Pradesh,1022,312712
Tripura,1022,108034
Mizoram,1022,238964
Haryana,1022,1056688
Odisha,1022,1336671
Jammu and Kashmir,1022,479464
Dadra and Nagar Haveli,1022,11591
Rajasthan,1022,1315588
Andhra Pradesh,1022,2339084
Sikkim,1022,44322
Puducherry,1022,175742
Goa,1022,259131
Daman and Diu,1023,11591
Rajasthan,1023,1315590
Assam,1023,746100
Uttarakhand,1023,449466
Maharashtra,1023,8137264
Lakshadweep,1023,11415
Kerala,1023,6830056
Jammu and Kashmir,1023,479465
Dadra and Nagar Haveli,1023,11591
Tripura,1023,108034
Manipur,1023,139924
Nagaland,1023,35987
Punjab,1023,784380
Andaman and Nicobar,1023,10751
Odisha,1023,1336676
Gujarat,1023,1277664
Haryana,1023,1056691
Sikkim,1023,44322
Tamil Nadu,1023,3594715
Himachal Pradesh,1023,312712
Puducherry,1023,175744
Bihar,1023,851418
West Bengal,1023,2118786
Mizoram,1023,238964
Meghalaya,1023,96787
Arunachal Pradesh,1023,66891
Madhya Pradesh,1023,1054940
Telangana,1023,841541
Jharkhand,1023,442574
Goa,1023,259134
Andhra Pradesh,1023,2339085
NCT of Delhi,1023,2007418
Chandigarh,1023,99361
Karnataka,1023,4073161
Chhattisgarh,1023,1177782
Uttar Pradesh,1023,2128183
Uttarakhand,1024,449466
Andaman and Nicobar,1024,10751
Andhra Pradesh,1024,2339085
Puducherry,1024,175746
Uttar Pradesh,1024,2128187
Meghalaya,1024,96787
Lakshadweep,1024,11415
Himachal Pradesh,1024,312714
Tripura,1024,108034
NCT of Delhi,1024,2007422
Maharashtra,1024,8137280
Tamil Nadu,1024,3594723
Mizoram,1024,238964
Karnataka,1024,4073177
Dadra and Nagar Haveli,1024,11591
West Bengal,1024,2118786
Sikkim,1024,44323
Jammu and Kashmir,1024,479468
Jharkhand,1024,442574
Kerala,1024,6830107
Punjab,1024,784384
Assam,1024,746100
Nagaland,1024,35988
Arunachal Pradesh,1024,66891
Bihar,1024,851418
Chhattisgarh,1024,1177782
Gujarat,1024,1277666
Madhya Pradesh,1024,1054940
Goa,1024,259134
Telangana,1024,841546
Rajasthan,1024,1315592
Manipur,1024,139924
Chandigarh,1024,99361
Haryana,1024,1056692
Daman and Diu,1024,11591
Odisha,1024,1336678
NCT of Delhi,1025,2007425
Meghalaya,1025,96787
Andaman and Nicobar,1025,10751
Arunachal Pradesh,1025,66891
Daman and Diu,1025,11591
Haryana,1025,1056693
Punjab,1025,784385
Sikkim,1025,44323
Telangana,1025,841549
Andhra Pradesh,1025,2339085
Dadra and Nagar Haveli,1025,11591
Tripura,1025,108034
Mizoram,1025,238964
Karnataka,1025,4073197
Nagaland,1025,35988
Chhattisgarh,1025,1177782
Lakshadweep,1025,11415
Himachal Pradesh,1025,312714
Maharashtra,1025,8137294
Bihar,1025,851418
Puducherry,1025,175747
Tamil Nadu,1025,3594728
Kerala,1025,6830136
Jammu and Kashmir,1025,479469
Rajasthan,1025,1315592
Chandigarh,1025,99361
West Bengal,1025,2118786
Jharkhand,1025,442574
Odisha,1025,1336678
Uttarakhand,1025,449466
Goa,1025,259134
Madhya Pradesh,1025,1054941
Gujarat,1025,1277667
Manipur,1025,139924
Uttar Pradesh,1025,2128189
Assam,1025,746100
Madhya Pradesh,1026,1054941
West Bengal,1026,2118787
Arunachal Pradesh,1026,66891
Lakshadweep,1026,11415
NCT of Delhi,1026,2007428
Daman and Diu,1026,11591
Himachal Pradesh,1026,312714
Maharashtra,1026,8137296
Gujarat,1026,1277668
Rajasthan,1026,1315594
Jammu and Kashmir,1026,479472
Haryana,1026,1056694
Bihar,1026,851419
Kerala,1026,6830161
Assam,1026,746100
Tamil Nadu,1026,3594732
Goa,1026,259134
Andhra Pradesh,1026,2339085
Dadra and Nagar Haveli,1026,11591
Chhattisgarh,1026,1177782
Uttar Pradesh,1026,2128189
Tripura,1026,108034
Uttarakhand,1026,449466
Telangana,1026,841552
Jharkhand,1026,442574
Manipur,1026,139924
Punjab,1026,784388
Mizoram,1026,238964
Nagaland,1026,35988
Puducherry,1026,175747
Odisha,1026,1336684
Sikkim,1026,44323
Andaman and Nicobar,1026,10751
Chandigarh,1026,99361
Meghalaya,1026,96787
Karnataka,1026,4073216
NCT of Delhi,1027,2007433
Arunachal Pradesh,1027,66891
Rajasthan,1027,1315594
Uttarakhand,1027,449466
Tripura,1027,108034
West Bengal,1027,2118793
Andhra Pradesh,1027,2339086
Kerala,1027,6830186
Dadra and Nagar Haveli,1027,11591
Punjab,1027,784390
Chandigarh,1027,99361
Odisha,1027,1336686
Andaman and Nicobar,1027,10751
Jammu and Kashmir,1027,479474
Tamil Nadu,1027,3594738
Sikkim,1027,44323
Madhya Pradesh,1027,1054942
Telangana,1027,841559
Manipur,1027,139924
Mizoram,1027,238964
Puducherry,1027,175752
Meghalaya,1027,96787
Karnataka,1027,4073237
Uttar Pradesh,1027,2128192
Nagaland,1027,35988
Goa,1027,259134
Lakshadweep,1027,11415
Himachal Pradesh,1027,312714
Maharashtra,1027,8137310
Chhattisgarh,1027,1177782
Jharkhand,1027,442575
Gujarat,1027,1277668
Haryana,1027,1056695
Assam,1027,746100
Bihar,1027,851419
Daman and Diu,1027,11591
Goa,1028,259134
Uttar Pradesh,1028,2128194
Arunachal Pradesh,1028,66891
Uttarakhand,1028,449466
Telangana,1028,841561
Karnataka,1028,4073275
Tamil Nadu,1028,3594744
Bihar,1028,851420
Dadra and Nagar Haveli,1028,11591
Puducherry,1028,175758
Rajasthan,1028,1315596
Chandigarh,1028,99361
Andaman and Nicobar,1028,10751
Himachal Pradesh,1028,312716
Nagaland,1028,35988
Lakshadweep,1028,11415
Jharkhand,1028,442575
Assam,1028,746100
Jammu and Kashmir,1028,479474
NCT of Delhi,1028,2007439
Andhra Pradesh,1028,2339086
Odisha,1028,1336689
Meghalaya,1028,96787
Kerala,1028,6830222
Chhattisgarh,1028,1177782
West Bengal,1028,2118796
Daman and Diu,1028,11591
Maharashtra,1028,8137327
Punjab,1028,784390
Mizoram,1028,238964
Haryana,1028,1056696
Manipur,1028,139924
Tripura,1028,108034
Sikkim,1028,44323
Madhya Pradesh,1028,1054942
Gujarat,1028,1277669
Andhra Pradesh,1029,2339086
Bihar,1029,851420
West Bengal,1029,2118797
Mizoram,1029,238964
NCT of Delhi,1029,2007444
Telangana,1029,841567
Rajasthan,1029,1315596
Uttar Pradesh,1029,2128195
Haryana,1029,1056698
Lakshadweep,1029,11415
Maharashtra,1029,8137346
Manipur,1029,139924
Puducherry,1029,175763
Jammu and Kashmir,1029,479476
Assam,1029,746100
Himachal Pradesh,1029,312717
Jharkhand,1029,442576
Chhattisgarh,1029,1177782
Meghalaya,1029,96787
Goa,1029,259135
Daman and Diu,1029,11591
Gujarat,1029,1277669
Uttarakhand,1029,449467
Karnataka,1029,4073322
Andaman and Nicobar,1029,10751
Tripura,1029,108034
Arunachal Pradesh,1029,66891
Chandigarh,1029,99361
Nagaland,1029,35988
Punjab,1029,784396
Madhya Pradesh,1029,1054943
Odisha,1029,1336694
Kerala,1029,6830268
Dadra and Nagar Haveli,1029,11591
Tamil Nadu,1029,3594750
Sikkim,1029,44323
Karnataka,1030,4073349
Goa,1030,259136
Himachal Pradesh,1030,312718
Sikkim,1030,44323
Jammu and Kashmir,1030,479477
Arunachal Pradesh,1030,66891
Gujarat,1030,1277669
Kerala,1030,6830297
Tamil Nadu,1030,3594758
Lakshadweep,1030,11415
Telangana,1030,841571
Madhya Pradesh,1030,1054944
Manipur,1030,139924
Bihar,1030,851420
Chhattisgarh,1030,1177782
Tripura,1030,108034
Punjab,1030,784401
Odisha,1030,1336695
Nagaland,1030,35988
Dadra and Nagar Haveli,1030,11591
Daman and Diu,1030,11591
Chandigarh,1030,99361
Uttarakhand,1030,449469
Meghalaya,1030,96787
Puducherry,1030,175770
Maharashtra,1030,8137361
Haryana,1030,1056704
West Bengal,1030,2118802
NCT of Delhi,1030,2007446
Assam,1030,746100
Andhra Pradesh,1030,2339086
Mizoram,1030,238964
Rajasthan,1030,1315597
Uttar Pradesh,1030,2128196
Jharkhand,1030,442576
Andaman and Nicobar,1030,10751
Meghalaya,1031,96787
Chhattisgarh,1031,1177782
Nagaland,1031,35988
Bihar,1031,851420
Puducherry,1031,175773
Maharashtra,1031,8137388
Sikkim,1031,44323
Tamil Nadu,1031,3594764
Karnataka,1031,4073383
Madhya Pradesh,1031,1054944
Goa,1031,259136
Jharkhand,1031,442576
Andaman and Nicobar,1031,10751
Daman and Diu,1031,11591
Uttarakhand,1031,449469
Tripura,1031,108034
Odisha,1031,1336695
Chandigarh,1031,99363
Punjab,1031,784402
Dadra and Nagar Haveli,1031,11591
Manipur,1031,139924
Haryana,1031,1056707
Assam,1031,746100
Andhra Pradesh,1031,2339086
West Bengal,1031,2118804
NCT of Delhi,1031,2007451
Uttar Pradesh,1031,2128196
Gujarat,1031,1277670
Jammu and Kashmir,1031,479479
Mizoram,1031,238964
Arunachal Pradesh,1031,66891
Lakshadweep,1031,11415
Kerala,1031,6830344
Telangana,1031,841577
Rajasthan,1031,1315597
Himachal Pradesh,1031,312721
Andaman and Nicobar,1032,10751
Madhya Pradesh,1032,1054944
Lakshadweep,1032,11415
Tripura,1032,108034
Meghalaya,1032,96787
Puducherry,1032,175780
Dadra and Nagar Haveli,1032,11591
Manipur,1032,139924
Karnataka,1032,4073427
Uttar Pradesh,1032,2128197
Assam,1032,746100
Telangana,1032,841581
Mizoram,1032,238964
Sikkim,1032,44323
NCT of Delhi,1032,2007458
West Bengal,1032,2118805
Andhra Pradesh,1032,2339086
Jammu and Kashmir,1032,479479
Kerala,1032,6830375
Himachal Pradesh,1032,312721
Haryana,1032,1056709
Gujarat,1032,1277673
Arunachal Pradesh,1032,66891
Goa,1032,259137
Odisha,1032,1336695
Tamil Nadu,1032,3594772
Punjab,1032,784402
Rajasthan,1032,1315597
Chandigarh,1032,99363
Jharkhand,1032,442577
Maharashtra,1032,8137398
Daman and Diu,1032,11591
Uttarakhand,1032,449469
Bihar,1032,851420
Nagaland,1032,35988
Chhattisgarh,1032,1177782
Andaman and Nicobar,1033,10751
Andhra Pradesh,1033,2339088
Assam,1033,746100
Jharkhand,1033,442577
NCT of Delhi,1033,2007460
Meghalaya,1033,96787
Daman and Diu,1033,11591
Uttarakhand,1033,449469
Dadra and Nagar Haveli,1033,11591
Punjab,1033,784403
West Bengal,1033,2118808
Odisha,1033,1336696
Chandigarh,1033,99364
Tripura,1033,108034
Manipur,1033,139924
Haryana,1033,1056710
Mizoram,1033,238964
Goa,1033,259138
Bihar,1033,851420
Madhya Pradesh,1033,1054945
Tamil Nadu,1033,3594782
Maharashtra,1033,8137409
Nagaland,1033,35988
Rajasthan,1033,1315597
Karnataka,1033,4073443
Chhattisgarh,1033,1177782
Arunachal Pradesh,1033,66891
Telangana,1033,841590
Gujarat,1033,1277675
Himachal Pradesh,1033,312722
Kerala,1033,6830405
Jammu and Kashmir,1033,479481
Lakshadweep,1033,11415
Uttar Pradesh,1033,2128197
Puducherry,1033,175781
Sikkim,1033,44323
Chhattisgarh,1034,1177784
Mizoram,1034,238964
Puducherry,1034,175782
Andaman and Nicobar,1034,10751
Uttarakhand,1034,449469
West Bengal,1034,2118809
Tamil Nadu,1034,3594791
Goa,1034,259140
Tripura,1034,108034
NCT of Delhi,1034,2007465
Andhra Pradesh,1034,2339088
Assam,1034,746100
Lakshadweep,1034,11415
Sikkim,1034,44323
Jammu and Kashmir,1034,479481
Meghalaya,1034,96787
Nagaland,1034,35988
Karnataka,1034,4073471
Maharashtra,1034,8137433
Manipur,1034,139924
Telangana,1034,841603
Chandigarh,1034,99364
Punjab,1034,784406
Dadra and Nagar Haveli,1034,11591
Uttar Pradesh,1034,2128199
Kerala,1034,6830433
Madhya Pradesh,1034,1054945
Bihar,1034,851421
Jharkhand,1034,442577
Himachal Pradesh,1034,312723
Daman and Diu,1034,11591
Odisha,1034,1336696
Arunachal Pradesh,1034,66891
Rajasthan,1034,1315599
Haryana,1034,1056711
Gujarat,1034,1277677
Kerala,1035,6830487
Jharkhand,1035,442577
Uttarakhand,1035,449469
Mizoram,1035,238964
Chhattisgarh,1035,1177785
Madhya Pradesh,1035,1054945
Haryana,1035,1056713
NCT of Delhi,1035,2007474
Sikkim,1035,44323
Punjab,1035,784411
Maharashtra,1035,8137463
Tripura,1035,108034
Telangana,1035,841614
Jammu and Kashmir,1035,479481
Tamil Nadu,1035,3594801
Rajasthan,1035,1315599
Odisha,1035,1336697
Daman and Diu,1035,11591
Bihar,1035,851421
Puducherry,1035,175788
Uttar Pradesh,1035,2128200
Chandigarh,1035,99364
Dadra and Nagar Haveli,1035,11591
Assam,1035,746100
Lakshadweep,1035,11415
Karnataka,1035,4073519
Gujarat,1035,1277680
Manipur,1035,139924
Nagaland,1035,35988
Himachal Pradesh,1035,312729
West Bengal,1035,2118812
Andhra Pradesh,1035,2339088
Goa,1035,259142
Andaman and Nicobar,1035,10751
Meghalaya,1035,96788
Arunachal Pradesh,1035,66891
West Bengal,1036,2118814
Gujarat,1036,1277682
Rajasthan,1036,1315599
Meghalaya,1036,96788
Puducherry,1036,175791
Nagaland,1036,35988
Tripura,1036,108034
Karnataka,1036,4073568
Goa,1036,259145
Haryana,1036,1056716
Mizoram,1036,238964
Bihar,1036,851421
Chandigarh,1036,99364
Tamil Nadu,1036,3594813
Telangana,1036,841626
Odisha,1036,1336697
Assam,1036,746100
Madhya Pradesh,1036,1054946
Jammu and Kashmir,1036,479482
Chhattisgarh,1036,1177789
Manipur,1036,139924
Jharkhand,1036,442577
NCT of Delhi,1036,2007479
Uttarakhand,1036,449469
Lakshadweep,1036,11415
Andaman and Nicobar,1036,10751
Maharashtra,1036,8137485
Kerala,1036,6830531
Andhra Pradesh,1036,2339088
Dadra and Nagar Haveli,1036,11591
Uttar Pradesh,1036,2128200
Arunachal Pradesh,1036,66891
Punjab,1036,784412
Himachal Pradesh,1036,312734
Sikkim,1036,44323
Daman and Diu,1036,11591
Haryana,1037,1056720
Lakshadweep,1037,11415
Odisha,1037,1336698
Karnataka,1037,4073616
NCT of Delhi,1037,2007485
Tripura,1037,108034
Madhya Pradesh,1037,1054946
Jharkhand,1037,442577
West Bengal,1037,2118816
Meghalaya,1037,96788
Uttarakhand,1037,449469
Kerala,1037,6830570
Maharashtra,1037,8137516
Jammu and Kashmir,1037,479484
Dadra and Nagar Haveli,1037,11591
Chhattisgarh,1037,1177789
Chandigarh,1037,99364
Assam,1037,746100
Puducherry,1037,175797
Mizoram,1037,238964
Bihar,1037,851421
Uttar Pradesh,1037,2128200
Telangana,1037,841642
Daman and Diu,1037,11591
Goa,1037,259146
Punjab,1037,784416
